libid	batch	phylum	countgroup	taxon	taxid	sample_number	locality_number	sample_provider	n_specimens	reads_avg_seq	reads_max_seq	reads_median_seq	reads_min_seq	reads_N_50	reads_total_n	reads_total_seq	perc_reads_human	bag	n_contigs	largest_contig	total_length	GC_perc	N50	N75	L50	L75	busco_lineage	busco_perc_C	busco_perc_S	busco_perc_D	busco_perc_F	busco_perc_M	busco_set_size	mode_cov_dist	mapped_bases	genome_size_est	co1_length	co1_Superkingdom	co1_Kingdom	co1_Phylum	co1_Class	co1_Order	co1_Genus	co1_Species	lineage
a12	b10	Arthropoda	Oribatida	Eupelops hirtus	198281	Gr-Ori-00736		Görlitz		147.56	150	150	50	150	78841316	11634066311	2.62																												Eupelops;Phenopelopidae;Phenopelopoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a13	b10	Arthropoda	Oribatida	Eupelops torulosus	198282	Gr-Ori-00737		Görlitz		147.38	150	150	50	150	72044770	10617803588	0.71	bag1	8890	34069	37964046	32.39	6449	3697	1871	3803	arthropoda_odb10	76.1	75.3	0.8	5	18.9	1013	36	3106364033	86287889.81	680	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Dentizetes	Dentizetes sp. BOLD:ADD2057	Eupelops;Phenopelopidae;Phenopelopoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_7	b9	Arthropoda	Isopoda	Porcellio scaber	64697	Gr-Myr-00683		Görlitz		144.94	150	150	50	150	80433061	11658263777	4.73	bag2	357982	19630	433158172	33.14	1377	890	95822	194304	arthropoda_odb10	8.4	8.1	0.3	11.8	79.8	1013				682	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Trachelipus	Trachelipus kytherensis	Porcellio;Porcellionidae;Crinocheta;Oniscidea;Isopoda;Peracarida;Eumalacostraca;Malacostraca;Multicrustacea;Crustacea;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a13	b10	Arthropoda	Oribatida	Eupelops torulosus	198282	Gr-Ori-00737		Görlitz		147.38	150	150	50	150	72044770	10617803588	0.71	bag3	94296	389021	150823617	37.88	2371	1027	14177	39038	arthropoda_odb10	85.6	84.7	0.9	6	8.4	1013	4	8835685971	2208921493	680	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Dentizetes	Dentizetes sp. BOLD:ADD2057	Eupelops;Phenopelopidae;Phenopelopoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a15	b10	Arthropoda	Oribatida	Hermanniella punctulata var. septentrionalis	885393	Gr-Ori-00739		Görlitz		147.19	150	150	50	150	72668143	10696188871	0.63	bag1	14629	28380	45537943	31.39	4367	2609	3367	6723	arthropoda_odb10	76.4	75.4	1	5.1	18.5	1013	22	3984410236	181109556.2	690	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Propelops	Propelops sp. BOLD:ACE1214	Hermanniella;Hermanniellidae;Hermannielloidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_8	b9	Arthropoda	Isopoda	Trichoniscus pusillus aggr.	33330	Gr-Myr-00684		Görlitz		146.9	150	150	50	150	69009824	10137632860	1.88	bag2	221219	21120	197474040	31.64	910	654	69546	134033	arthropoda_odb10	3.2	3.2	0	11.5	85.3	1013				682	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Trichoniscus	Trichoniscus pusillus	Trichoniscus;Trichoniscidae;Synocheta;Oniscidea;Isopoda;Peracarida;Eumalacostraca;Malacostraca;Multicrustacea;Crustacea;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a15	b10	Arthropoda	Oribatida	Hermanniella punctulata var. septentrionalis	885393	Gr-Ori-00739		Görlitz		147.19	150	150	50	150	72668143	10696188871	0.63	bag3	200931	389021	287614775	31.15	1815	971	41016	96067	arthropoda_odb10	85.7	84.3	1.4	5.8	8.5	1013	0	9960120288	inf	690	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Propelops	Propelops sp. BOLD:ACE1214	Hermanniella;Hermanniellidae;Hermannielloidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a16	b10	Arthropoda	Oribatida	Liacarus coracinus	198285	Gr-Ori-00740		Görlitz		146.59	150	150	50	150	64329083	9429916592	0.94	bag1	13504	24037	36396595	31.34	3504	2207	3393	6651	arthropoda_odb10	68.5	68.1	0.4	9	22.5	1013	24	2856006195	119000258.1	675	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Oppia	Oppia nitens	Liacarus;Liacaridae;Gustavioidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_9	b9	Arthropoda	Isopoda	Porcellio spinicornis	172005	Gr-Myr-00685		Görlitz		146.18	150	150	50	150	69127192	10104977358	1.92	bag2	176237	37129	144928411	33.34	814	619	59155	110629	arthropoda_odb10	0.2	0.1	0.1	0.4	99.4	1013				683	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Porcellio	Porcellio spinicornis	Porcellio;Porcellionidae;Crinocheta;Oniscidea;Isopoda;Peracarida;Eumalacostraca;Malacostraca;Multicrustacea;Crustacea;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a16	b10	Arthropoda	Oribatida	Liacarus coracinus	198285	Gr-Ori-00740		Görlitz		146.59	150	150	50	150	64329083	9429916592	0.94	bag3	167111	382957	232767434	31.29	1744	962	36442	81909	arthropoda_odb10	76.3	75.2	1.1	10.8	12.9	1013	10	8805384578	880538457.8	675	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Oppia	Oppia nitens	Liacarus;Liacaridae;Gustavioidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a17	b10	Arthropoda	Oribatida	Liacarus xylariae	198284	Gr-Ori-00741		Görlitz		145.95	150	150	50	150	68468420	9992889154	0.45	bag1	9211	60111	72938493	31.13	11047	6814	2139	4230	arthropoda_odb10	76.7	76.1	0.6	3.8	19.5	1013	22	5459958995	248179954.3	672	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Suctobelbella	Suctobelbella sp. BOLD:AAU6075	Liacaridae;Gustavioidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a47	b10	Arthropoda	Isopoda	Ligidium hypnorum	96858	Gr-Myr-00771		Görlitz		145.9	150	150	50	150	76586464	11173728588	0.76	bag2	399279	25149	385942932	36.71	1015	713	122495	236186	arthropoda_odb10	0.9	0.8	0.1	2.2	96.9	1013	2	10289059762	5144529881	678	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Ligidium	Ligidium hypnorum	Ligidium;Ligiidae;Diplocheta;Oniscidea;Isopoda;Peracarida;Eumalacostraca;Malacostraca;Multicrustacea;Crustacea;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a17	b10	Arthropoda	Oribatida	Liacarus xylariae	198284	Gr-Ori-00741		Görlitz		145.95	150	150	50	150	68468420	9992889154	0.45	bag3	67795	610663	241153899	31.9	6197	2959	10471	24503	arthropoda_odb10	88.8	87.9	0.9	3.9	7.3	1013	20	9589124153	479456207.7	672	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Suctobelbella	Suctobelbella sp. BOLD:AAU6075	Liacaridae;Gustavioidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a18	b10	Arthropoda	Oribatida	Microtritia minima	229747	Gr-Ori-00742		Görlitz		147.24	150	150	50	150	70611965	10396737990	0.64	bag1	6137	97424	48429282	31.68	11952	7002	1272	2591	arthropoda_odb10	72.2	71.5	0.7	7	20.8	1013	68	4310393334	63388137.26	664	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Gnaphosa	Gnaphosa brumalis	Microtritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a90	b10	Arthropoda	Isopoda	Haplophthalmus danicus	115156	Gr-Myr-00799		Görlitz		146.96	150	150	50	150	73543099	10808233513	2.07	bag2	234552	25449	264129718	30.7	1253	806	62836	128954	arthropoda_odb10	16.7	16.5	0.2	34.5	48.8	1013	1	6335338922	6335338922	661	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Haplophthalmus	Haplophthalmus danicus	Haplophthalmus;Trichoniscidae;Synocheta;Oniscidea;Isopoda;Peracarida;Eumalacostraca;Malacostraca;Multicrustacea;Crustacea;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a18	b10	Arthropoda	Oribatida	Microtritia minima	229747	Gr-Ori-00742		Görlitz		147.24	150	150	50	150	70611965	10396737990	0.64	bag3	50236	298517	131587223	35.23	6284	2132	4957	13908	arthropoda_odb10	84.2	83.1	1.1	6.4	9.4	1013	4	9611330065	2402832516	664	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Gnaphosa	Gnaphosa brumalis	Microtritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a19	b10	Arthropoda	Oribatida	Microzetes septentrionalis		Gr-Ori-00743		Görlitz		147.76	150	150	50	150	66775609	9866497869	3.93	bag1	7205	32653	32497216	35.28	6248	3795	1658	3334	arthropoda_odb10	72.1	71.7	0.4	7.1	20.8	1013	40	1962915539	49072888.48	661	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Cymbaeremaeus	Cymbaeremaeus styriacus	
P5_198	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032					136.77	150	150	50	150	2224255	304221852	8.15	bag2	4012	15028	3755454	41.42	959	619	1052	2304	metazoa_odb10	0	0	0	0.1	99.9	954	1	172665842	172665842	682	Eukaryota	Metazoa	Annelida	Clitellata	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3	Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a19	b10	Arthropoda	Oribatida	Microzetes septentrionalis		Gr-Ori-00743		Görlitz		147.76	150	150	50	150	66775609	9866497869	3.93	bag3	50410	264123	112649486	42.99	3927	1660	6481	17580	arthropoda_odb10	82.1	81.3	0.8	7.2	10.7	1013	12	8573281452	714440121	661	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Cymbaeremaeus	Cymbaeremaeus styriacus	
a2	b10	Arthropoda	Oribatida	Atropacarus striculus	229743	Gr-Ori-00726		Görlitz		147.87	150	150	50	150	68689354	10157076113	3.9	bag3	131808	577534	179489275	38.49	1720	871	24404	62062	arthropoda_odb10	71.6	69.6	2	13.5	14.9	1013	8	8645159774	1080644972	660	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Atropacarus	Atropacarus striculus	Atropacarus;Steganacaridae;Phthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a20	b10	Arthropoda	Oribatida	Nanhermannia elegantula	66595	Gr-Ori-00744		Görlitz		147.82	150	150	50	150	68237931	10086856691	0.42	bag1	9716	113456	71935823	29.58	11134	6371	1997	4139	arthropoda_odb10	82	81.1	0.9	3.1	14.9	1013	28	3763798162	134421362.9	665	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Cymbaeremaeidae-undef	Sarcoptiformes sp. BIOUG21867-G11	Nanhermanniidae;Nanhermannoidea;Desmonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P5_199	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032					131.32	150	150	50	150	1897489	249187335	8.55	bag2	2892	15166	2911738	41.21	1085	662	729	1606	metazoa_odb10	0	0	0	0.1	99.9	954	1	131110037	131110037	682	Eukaryota	Metazoa	Annelida	Clitellata	Haplotaxida	Aporrectodea	Aporrectodea caliginosa	Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a20	b10	Arthropoda	Oribatida	Nanhermannia elegantula	66595	Gr-Ori-00744		Görlitz		147.82	150	150	50	150	68237931	10086856691	0.42	bag3	114846	520229	270406084	39.53	5516	1687	10487	33026	arthropoda_odb10	88.6	87.3	1.3	3.8	7.6	1013	2	9316563831	4658281916	665	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Cymbaeremaeidae-undef	Sarcoptiformes sp. BIOUG21867-G11	Nanhermanniidae;Nanhermannoidea;Desmonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a21	b10	Arthropoda	Oribatida	Nothrus anauniensis	1685385	Gr-Ori-00745		Görlitz		147.28	150	150	50	150	71130828	10475861860	0.49																												Nothrus;Nothridae;Crotonioidea;Desmonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a22	b10	Arthropoda	Oribatida	Porobelba spinosa		Gr-Ori-00746		Görlitz		146.2	150	150	50	150	65162509	9526826816	1.61	bag1	9334	61279	43943260	33.48	6877	4027	1994	4060	arthropoda_odb10	77.3	76.9	0.4	3.3	19.4	1013	42	3835316300	91317054.76	661	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Jugatala	Jugatala sp. BOLD:ACF9693	
P5_201	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032					133.21	150	150	50	150	2220889	295851414	4.53	bag2	3544	18615	3412669	41.54	998	642	921	2015	metazoa_odb10	0	0	0	0.2	99.8	954	1	151724262	151724262	682	Eukaryota	Metazoa	Annelida	Clitellata	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3	Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a22	b10	Arthropoda	Oribatida	Porobelba spinosa		Gr-Ori-00746		Görlitz		146.2	150	150	50	150	65162509	9526826816	1.61	bag3	82639	520229	164916737	32.76	3021	1424	13096	33229	arthropoda_odb10	90.2	89.5	0.7	3.9	5.9	1013	0	8851186732	inf	661	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Jugatala	Jugatala sp. BOLD:ACF9693	
a23	b10	Arthropoda	Oribatida	Punctoribates punctum	1720615	Gr-Ori-00747		Görlitz		147.4	150	150	50	150	82097197	12101164649	48.9	bag1	10074	31307	24055950	37.86	3053	1932	2575	5047	arthropoda_odb10	56.1	55.6	0.5	15.2	28.7	1013	20	1041474381	52073719.05	651	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Pilogalumna	Pilogalumna sp. BOLD:ADI4824	Punctoribates;Punctoribatidae;Ceratozetoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P5_202	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032					135.98	150	150	50	150	2670946	363204573	8.43	bag2	5039	15091	4845016	41.16	994	634	1279	2850	metazoa_odb10	0.1	0.1	0	0.1	99.8	954	1	209787000	209787000	682	Eukaryota	Metazoa	Annelida	Clitellata	Haplotaxida	Aporrectodea	Aporrectodea caliginosa	Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a23	b10	Arthropoda	Oribatida	Punctoribates punctum	1720615	Gr-Ori-00747		Görlitz		147.4	150	150	50	150	82097197	12101164649	48.9	bag3	99588	184199	129682543	42.68	1587	872	21413	49407	arthropoda_odb10	63.8	63	0.8	18	18.2	1013	10	5284585240	528458524	651	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Pilogalumna	Pilogalumna sp. BOLD:ADI4824	Punctoribates;Punctoribatidae;Ceratozetoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a24	b10	Arthropoda	Oribatida	Scheloribates initialis	1979935	Gr-Ori-00748		Görlitz		147.51	150	150	50	150	69448093	10244379420	1.82	bag1	10286	22509	29853209	40.91	3907	2387	2453	4880	arthropoda_odb10	68.7	68	0.7	8	23.3	1013	46	2738554507	59533793.63	657	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Scheloribates	Hydrozetes sp. BOLD:AAM9135	Scheloribates;Scheloribatidae;Oripodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P5_203	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032					134.83	150	150	50	150	2570035	346514505	10.17	bag2	4012	14229	3724640	41.51	934	621	1068	2319	metazoa_odb10	0	0	0	0.1	99.9	954	1	197899414	197899414	682	Eukaryota	Metazoa	Annelida	Clitellata	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3	Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a24	b10	Arthropoda	Oribatida	Scheloribates initialis	1979935	Gr-Ori-00748		Görlitz		147.51	150	150	50	150	69448093	10244379420	1.82	bag3	102214	408227	140133425	44.14	1753	893	19797	48462	arthropoda_odb10	81.9	80.8	1.1	8.8	9.3	1013	12	9123410266	760284188.8	657	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Scheloribates	Hydrozetes sp. BOLD:AAM9135	Scheloribates;Scheloribatidae;Oripodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a25	b10	Arthropoda	Gamasina	Veigaia sp. 1	99236	Gr-Gam-00749		Görlitz		143.82	150	150	50	150	68258310	9816948592	0.94	bag1	3826	108641	7340853	45.95	3719	1317	606	1424	arthropoda_odb10	2.5	2.4	0.1	7	90.5	1013	4	1348212738	337053184.5	685	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Veigaiidae-undef	Veigaiidae sp. BOLD:AAL8123	Veigaiidae;Veigaioidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P5_208	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032					135.08	150	150	50	150	2828422	382052520	5.98	bag2	4771	15495	4606227	41.33	997	635	1200	2698	metazoa_odb10	0	0	0	0.1	99.9	954	1	215147338	215147338	682	Eukaryota	Metazoa	Annelida	Clitellata	Haplotaxida	Aporrectodea	Aporrectodea caliginosa	Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a25	b10	Arthropoda	Gamasina	Veigaia sp. 1	99236	Gr-Gam-00749		Görlitz		143.82	150	150	50	150	68258310	9816948592	0.94	bag3	213770	519683	220417066	52.27	993	662	47549	116937	arthropoda_odb10	10.2	7.8	2.4	11.5	78.3	1013	2	7527214387	3763607194	685	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Veigaiidae-undef	Veigaiidae sp. BOLD:AAL8123	Veigaiidae;Veigaioidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a26	b10	Arthropoda	Gamasina	Parasitus sp. 1	708403	Gr-Gam-00750		Görlitz		142.16	150	150	50	150	64335354	9145633791	0.95	bag1	2240	19595	5518133	45.49	4153	2131	441	892	arthropoda_odb10	0.5	0.5	0	3.8	95.7	1013	8	2523944101	315493012.6	673	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAF9099	Parasitinae;Parasitidae;Parasitoidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P5_209	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032					137.04	150	150	50	150	2531496	346915107	7.6	bag2	4644	15119	4259287	41.61	922	616	1246	2696	metazoa_odb10	0.1	0.1	0	0.1	99.8	954	1	198504327	198504327	682	Eukaryota	Metazoa	Annelida	Clitellata	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3	Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a26	b10	Arthropoda	Gamasina	Parasitus sp. 1	708403	Gr-Gam-00750		Görlitz		142.16	150	150	50	150	64335354	9145633791	0.95	bag3	51323	565842	58447042	53.48	1238	694	9678	25948	arthropoda_odb10	5.5	4.3	1.2	6.7	87.8	1013	6	7448542636	1241423773	673	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAF9099	Parasitinae;Parasitidae;Parasitoidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a27	b10	Arthropoda	Gamasina	Parasitus crassipes (sp. 2)	708403	Gr-Gam-00751		Görlitz		139.88	150	150	50	150	73166689	10234506596	0.93	bag1	10260	20026	19440515	45.2	2444	1421	2347	4976	arthropoda_odb10	21.3	21.1	0.2	23.8	54.9	1013	6	3582202833	597033805.5	673	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAF9099	Parasitinae;Parasitidae;Parasitoidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P5_211	b2	Annelida	Lumbricina	Aporrectodea caliginosa	302032					134.29	150	150	50	150	2658645	357037104	7.6	bag2	4733	15095	4418210	41.2	942	623	1250	2730	metazoa_odb10	0	0	0	0.2	99.8	954	1	198422786	198422786	682	Eukaryota	Metazoa	Annelida	Clitellata	Haplotaxida	Aporrectodea	Aporrectodea caliginosa L3	Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a27	b10	Arthropoda	Gamasina	Parasitus crassipes (sp. 2)	708403	Gr-Gam-00751		Görlitz		139.88	150	150	50	150	73166689	10234506596	0.93	bag3	202788	444346	220080825	45.09	1144	751	52039	111520	arthropoda_odb10	26.9	25.6	1.3	30.8	42.3	1013	4	8874633680	2218658420	673	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAF9099	Parasitinae;Parasitidae;Parasitoidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
