libid	batch	phylum	countgroup	taxon	taxid	sample_number	Reads avg. seq:	Reads max seq:	Reads median seq:	Reads min seq:	Reads N 50:	Reads total n:	Reads total seq:	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	bag	perc_reads_human	busco_lineage	Busco % C	Busco % S	Busco % D	Busco % F	Busco % M	Busco set size	mode_cov_dist	mapped_bases	genome_size_est	co1_Order	co1_Genus	co1_Species
a10	b10	Arthropoda	Oribatida	Edwardzetes edwardsi	2202872	Gr-Ori-00734	147.47	150	150	50	150	83751447	12350736814	39887	95279	103529549	34.29	6000	2139	4074	11374	bag2		arthropoda_odb10	87.4	86.6	0.8	3.6	9	1013	2	7774790280	3887395140	Sarcoptiformes	Oribatellidae-undef	Oribatellidae sp. BOLD:ADG3275
a10	b10	Arthropoda	Oribatida	Edwardzetes edwardsi	2202872	Gr-Ori-00734	147.47	150	150	50	150	83751447	12350736814	117922	577812	240343319	50.35	4024	1326	11263	38774	bag3		arthropoda_odb10	89.6	88.2	1.4	3.6	6.8	1013	4	11446775996	2861693999	Sarcoptiformes	Oribatellidae-undef	Oribatellidae sp. BOLD:ADG3275
a100	b10	Arthropoda	Collembola	Sminthurinus signatus	2584529		148.14	150	150	50	150	82693560	12250525956	7243	196132	119696471	31.86	32163	16320	1103	2401	bag1		arthropoda_odb10	81.8	80.8	1	3.3	14.9	1013	18	2990906578	166161476.6	Symphypleona	Sminthurinus	Sminthurinus elegans
a100	b10	Arthropoda	Collembola	Sminthurinus signatus	2584529		148.14	150	150	50	150	82693560	12250525956	61151	196132	305379873	33.37	14780	4678	4738	14081	bag2									16	6091011505	380688219.1	Symphypleona	Sminthurinus	Sminthurinus elegans
a100	b10	Arthropoda	Collembola	Sminthurinus signatus	2584529		148.14	150	150	50	150	82693560	12250525956	87282	349085	363243618	37.71	13266	3727	5836	19210	bag3									2	11986198152	5993099076	Symphypleona	Sminthurinus	Sminthurinus elegans
a101	b10	Arthropoda	Collembola	Spatulosminthurus flaviceps			148.01	150	150	50	150	75173715	11126639620	10656	321936	123393974	36.39	26919	11818	1199	2945	bag1		arthropoda_odb10	79.7	78.8	0.9	4.3	16	1013	31	5634829445	181768691.8	Symphypleona	Bourletiella	Bourletiella sp. BOLD:ACO4150
a101	b10	Arthropoda	Collembola	Spatulosminthurus flaviceps			148.01	150	150	50	150	75173715	11126639620	81301	321936	328229926	35.93	9674	3511	7046	21472	bag2		arthropoda_odb10	87.9	86.9	1	5.1	7	1013	29	10823565360	373226391.7	Symphypleona	Bourletiella	Bourletiella sp. BOLD:ACO4150
a101	b10	Arthropoda	Collembola	Spatulosminthurus flaviceps			148.01	150	150	50	150	75173715	11126639620	89542	321936	338177008	36.24	9422	3314	7383	22862	bag3		arthropoda_odb10	89.5	88.4	1.1	5.1	5.4	1013	29	10972147431	378349911.4	Symphypleona	Bourletiella	Bourletiella sp. BOLD:ACO4150
a102	b10	Arthropoda	Collembola	Bourletiella hortensis	574228		148.22	150	150	50	150	69911841	10362496725	11827	106713	57082380	41.02	7820	4128	1966	4485	bag1		arthropoda_odb10	72.5	71.3	1.2	6.6	20.9	1013	43	3455125927	80351765.74	Symphypleona	Bourletiella	Bourletiellidae sp. BIOUG13864-E11
a102	b10	Arthropoda	Collembola	Bourletiella hortensis	574228		148.22	150	150	50	150	69911841	10362496725	109182	106713	230134105	39.39	3425	1538	16672	41987	bag2		arthropoda_odb10	81.5	79.4	2.1	8.4	10.1	1013	20	9887699382	494384969.1	Symphypleona	Bourletiella	Bourletiellidae sp. BIOUG13864-E11
a102	b10	Arthropoda	Collembola	Bourletiella hortensis	574228		148.22	150	150	50	150	69911841	10362496725	111730	106713	248959787	38.39	3788	1649	16215	41426	bag3		arthropoda_odb10	83.3	80.9	2.4	7.5	9.2	1013	20	10245397059	512269853	Symphypleona	Bourletiella	Bourletiellidae sp. BIOUG13864-E11
a103	b10	Arthropoda	Collembola	Folsomia candida	158441		147.67	150	150	50	150	72930301	10769511446	15484	356159	190587436	37.53	26489	11986	1847	4545	bag1		arthropoda_odb10	94.5	93.5	1	2.6	2.9	1013	44	10185297740	231484039.5	Entomobryomorpha	Folsomia	Folsomia quadrioculata
a103	b10	Arthropoda	Collembola	Folsomia candida	158441		147.67	150	150	50	150	72930301	10769511446	21196	356159	200799618	37.42	24629	10576	2044	5180	bag2		arthropoda_odb10	94.7	93.7	1	2.4	2.9	1013	1	10581041113	10581041113	Entomobryomorpha	Folsomia	Folsomia quadrioculata
a103	b10	Arthropoda	Collembola	Folsomia candida	158441		147.67	150	150	50	150	72930301	10769511446	25489	356159	207512777	38.11	23396	9795	2181	5638	bag3		arthropoda_odb10	94.8	93.8	1	2.4	2.8	1013	1	10641225597	10641225597	Entomobryomorpha	Folsomia	Folsomia quadrioculata
a104	b10	Arthropoda	Collembola	Sminthurides aquaticus	281415		147	150	150	50	150	79715446	11718190346	2746	452997	112893838	40.22	89209	45409	372	809	bag1		arthropoda_odb10	81.2	80.2	1	1.5	17.3	1013	56	8154620592	145618224.9	Entomobryomorpha	Homidia	Homidia socia
a104	b10	Arthropoda	Collembola	Sminthurides aquaticus	281415		147	150	150	50	150	79715446	11718190346	10738	452997	150582592	40.26	74181	30275	554	1344	bag2		arthropoda_odb10	89.5	88.2	1.3	1.7	8.8	1013	2	10309062725	5154531363	Entomobryomorpha	Homidia	Homidia socia
a104	b10	Arthropoda	Collembola	Sminthurides aquaticus	281415		147	150	150	50	150	79715446	11718190346	54877	476325	213835130	45.58	46318	4433	1006	4628	bag3		arthropoda_odb10	94.9	93.6	1.3	1.8	3.3	1013	2	11311790766	5655895383	Entomobryomorpha	Homidia	Homidia socia
a105	b10	Arthropoda	Collembola	Isotoma anglicana	247611		146.99	150	150	50	150	69330671	10190754340	18684	136347	58375245	35.03	4652	2536	3558	7803	bag1		arthropoda_odb10	64.7	63.9	0.8	13.3	22	1013	40	3896129816	97403245.4	Entomobryomorpha	Isotoma	Isotoma anglicana
a105	b10	Arthropoda	Collembola	Isotoma anglicana	247611		146.99	150	150	50	150	69330671	10190754340	144986	136347	236597628	33.17	2261	1128	26814	64308	bag2		arthropoda_odb10	69.5	68.5	1	17.3	13.2	1013	0	9955811765	inf	Entomobryomorpha	Isotoma	Isotoma anglicana
a105	b10	Arthropoda	Collembola	Isotoma anglicana	247611		146.99	150	150	50	150	69330671	10190754340	146204	136347	239050810	33.29	2273	1128	26760	64565	bag3		arthropoda_odb10	70.8	69.9	0.9	17.3	11.9	1013	0	10011158103	inf	Entomobryomorpha	Isotoma	Isotoma anglicana
a106	b10	Arthropoda	Collembola	Orthonychiurus folsomi	2581074		145.71	150	150	50	150	65157490	9493913756	9208	212635	64060438	39.47	12033	6379	1541	3374	bag1		arthropoda_odb10	76.7	76.1	0.6	6	17.3	1013	39	4512376742	115701967.7	Poduromorpha	Protaphorura	Protaphorura janosik
a106	b10	Arthropoda	Collembola	Orthonychiurus folsomi	2581074		145.71	150	150	50	150	65157490	9493913756	47909	212635	146302907	39.37	6109	2591	5895	15149	bag2		arthropoda_odb10	85.7	85	0.7	6.6	7.7	1013	0	7888878056	inf	Poduromorpha	Protaphorura	Protaphorura janosik
a106	b10	Arthropoda	Collembola	Orthonychiurus folsomi	2581074		145.71	150	150	50	150	65157490	9493913756	59144	577852	167643271	41.88	5856	2284	6554	18150	bag3		arthropoda_odb10	87.3	86	1.3	6.1	6.6	1013	0	9133518134	inf	Poduromorpha	Protaphorura	Protaphorura janosik
a107	b10	Arthropoda	Collembola	Arrhopalites principalis (grp)	187608		145.03	150	150	50	150	66891682	9701138841	4927	310405	123440796	33.29	46203	23669	781	1713	bag1		arthropoda_odb10	86.1	84.9	1.2	2.3	11.6	1013	41	6226297354	151860911.1	Symphypleona	Arrhopalitidae-undef	Symphypleona sp. BOLD:ACB2244
a107	b10	Arthropoda	Collembola	Arrhopalites principalis (grp)	187608		145.03	150	150	50	150	66891682	9701138841	14657	310405	178163809	33.48	35380	15237	1366	3290	bag2		arthropoda_odb10	92	90.3	1.7	2.6	5.4	1013	41	8567308521	208958744.4	Symphypleona	Arrhopalitidae-undef	Symphypleona sp. BOLD:ACB2244
a107	b10	Arthropoda	Collembola	Arrhopalites principalis (grp)	187608		145.03	150	150	50	150	66891682	9701138841	25730	520229	199165330	36.07	33181	12764	1527	3941	bag3		arthropoda_odb10	93.4	91.6	1.8	2.4	4.2	1013	40	9345039656	233625991.4	Symphypleona	Arrhopalitidae-undef	Symphypleona sp. BOLD:ACB2244
a108	b10	Arthropoda	Collembola	Entomobrya Typ multifasciata	247613		145.65	150	150	50	150	69442332	10114483953	13667	143988	167571023	34.97	22425	11761	2192	4785	bag1		arthropoda_odb10	87.6	86.3	1.3	3.7	8.7	1013	21	5452648656	259649936	Entomobryomorpha	Entomobrya	Entomobrya multifasciata
a108	b10	Arthropoda	Collembola	Entomobrya Typ multifasciata	247613		145.65	150	150	50	150	69442332	10114483953	57924	152736	331944770	34.45	13876	5783	6142	15371	bag2		arthropoda_odb10	92.2	90.6	1.6	3.3	4.5	1013	17	8981458811	528321106.5	Entomobryomorpha	Entomobrya	Entomobrya multifasciata
a108	b10	Arthropoda	Collembola	Entomobrya Typ multifasciata	247613		145.65	150	150	50	150	69442332	10114483953	95887	152736	387055809	38.87	11501	3883	8154	22681	bag3		arthropoda_odb10	93.4	91.6	1.8	3.2	3.4	1013	2	9652905344	4826452672	Entomobryomorpha	Entomobrya	Entomobrya multifasciata
a11	b10	Arthropoda	Oribatida	Eueremaeus cf. valkanovi	1401269	Gr-Ori-00735	146.92	150	150	50	150	67216955	9875846294	6626	126737	72498074	33.57	18357	10078	1163	2499	bag1		arthropoda_odb10	75.2	74.4	0.8	2.7	22.1	1013	41	5602148219	136637761.4	Sarcoptiformes	Eueremaeus	Eueremaeus sp. BOLD:AAB5674
a11	b10	Arthropoda	Oribatida	Eueremaeus cf. valkanovi	1401269	Gr-Ori-00735	146.92	150	150	50	150	67216955	9875846294	32874	126737	154256886	32.5	10257	3928	3717	9894	bag2		arthropoda_odb10	88	87.2	0.8	3.4	8.6	1013	38	8644071033	227475553.5	Sarcoptiformes	Eueremaeus	Eueremaeus sp. BOLD:AAB5674
a11	b10	Arthropoda	Oribatida	Eueremaeus cf. valkanovi	1401269	Gr-Ori-00735	146.92	150	150	50	150	67216955	9875846294	47619	423267	176881223	35.55	9769	3236	4178	12185	bag3		arthropoda_odb10	91.2	90.3	0.9	3.5	5.3	1013	4	9371762303	2342940576	Sarcoptiformes	Eueremaeus	Eueremaeus sp. BOLD:AAB5674
a12	b10	Arthropoda	Oribatida	Eupelops hirtus	198281	Gr-Ori-00736	147.56	150	150	50	150	78841316	11634066311																							
a13	b10	Arthropoda	Oribatida	Eupelops torulosus	198282	Gr-Ori-00737	147.38	150	150	50	150	72044770	10617803588	8890	34069	37964046	32.39	6449	3697	1871	3803	bag1									36	3106364033	86287889.81	Sarcoptiformes	Dentizetes	Dentizetes sp. BOLD:ADD2057
a13	b10	Arthropoda	Oribatida	Eupelops torulosus	198282	Gr-Ori-00737	147.38	150	150	50	150	72044770	10617803588	63164	40373	116779259	31.17	2906	1298	10061	25311	bag2									4	7017900322	1754475081	Sarcoptiformes	Dentizetes	Dentizetes sp. BOLD:ADD2057
a13	b10	Arthropoda	Oribatida	Eupelops torulosus	198282	Gr-Ori-00737	147.38	150	150	50	150	72044770	10617803588	94296	389021	150823617	37.88	2371	1027	14177	39038	bag3									4	8835685971	2208921493	Sarcoptiformes	Dentizetes	Dentizetes sp. BOLD:ADD2057
a15	b10	Arthropoda	Oribatida	Hermanniella punctulata var. septentrionalis	885393	Gr-Ori-00739	147.19	150	150	50	150	72668143	10696188871	14629	28380	45537943	31.39	4367	2609	3367	6723	bag1		arthropoda_odb10	76.4	75.4	1	5.1	18.5	1013	22	3984410236	181109556.2	Sarcoptiformes	Propelops	Propelops sp. BOLD:ACE1214
a15	b10	Arthropoda	Oribatida	Hermanniella punctulata var. septentrionalis	885393	Gr-Ori-00739	147.19	150	150	50	150	72668143	10696188871	178507	28380	258339288	27.81	1844	998	37712	85982	bag2		arthropoda_odb10	84.8	83.8	1	5.4	9.8	1013	0	8716774093	inf	Sarcoptiformes	Propelops	Propelops sp. BOLD:ACE1214
a15	b10	Arthropoda	Oribatida	Hermanniella punctulata var. septentrionalis	885393	Gr-Ori-00739	147.19	150	150	50	150	72668143	10696188871	200931	389021	287614775	31.15	1815	971	41016	96067	bag3		arthropoda_odb10	85.7	84.3	1.4	5.8	8.5	1013	0	9960120288	inf	Sarcoptiformes	Propelops	Propelops sp. BOLD:ACE1214
a16	b10	Arthropoda	Oribatida	Liacarus coracinus	198285	Gr-Ori-00740	146.59	150	150	50	150	64329083	9429916592	13504	24037	36396595	31.34	3504	2207	3393	6651	bag1		arthropoda_odb10	68.5	68.1	0.4	9	22.5	1013	24	2856006195	119000258.1	Sarcoptiformes	Oppia	Oppia nitens
a16	b10	Arthropoda	Oribatida	Liacarus coracinus	198285	Gr-Ori-00740	146.59	150	150	50	150	64329083	9429916592	146466	24037	205990164	27.63	1765	995	33590	72813	bag2		arthropoda_odb10	75.1	74.5	0.6	11.1	13.8	1013	0	7534637950	inf	Sarcoptiformes	Oppia	Oppia nitens
a16	b10	Arthropoda	Oribatida	Liacarus coracinus	198285	Gr-Ori-00740	146.59	150	150	50	150	64329083	9429916592	167111	382957	232767434	31.29	1744	962	36442	81909	bag3		arthropoda_odb10	76.3	75.2	1.1	10.8	12.9	1013	10	8805384578	880538457.8	Sarcoptiformes	Oppia	Oppia nitens
a17	b10	Arthropoda	Oribatida	Liacarus xylariae	198284	Gr-Ori-00741	145.95	150	150	50	150	68468420	9992889154	9211	60111	72938493	31.13	11047	6814	2139	4230	bag1		arthropoda_odb10	76.7	76.1	0.6	3.8	19.5	1013	22	5459958995	248179954.3	Sarcoptiformes	Suctobelbella	Suctobelbella sp. BOLD:AAU6075
a17	b10	Arthropoda	Oribatida	Liacarus xylariae	198284	Gr-Ori-00741	145.95	150	150	50	150	68468420	9992889154	56773	60111	218893360	29.53	6273	3145	9806	22075	bag2		arthropoda_odb10	84.7	83.9	0.8	4.2	11.1	1013	20	9054892258	452744612.9	Sarcoptiformes	Suctobelbella	Suctobelbella sp. BOLD:AAU6075
a17	b10	Arthropoda	Oribatida	Liacarus xylariae	198284	Gr-Ori-00741	145.95	150	150	50	150	68468420	9992889154	67795	610663	241153899	31.9	6197	2959	10471	24503	bag3		arthropoda_odb10	88.8	87.9	0.9	3.9	7.3	1013	20	9589124153	479456207.7	Sarcoptiformes	Suctobelbella	Suctobelbella sp. BOLD:AAU6075
a18	b10	Arthropoda	Oribatida	Microtritia minima	229747	Gr-Ori-00742	147.24	150	150	50	150	70611965	10396737990	6137	97424	48429282	31.68	11952	7002	1272	2591	bag1		arthropoda_odb10	72.2	71.5	0.7	7	20.8	1013	68	4310393334	63388137.26	Araneae	Gnaphosa	Gnaphosa brumalis
a18	b10	Arthropoda	Oribatida	Microtritia minima	229747	Gr-Ori-00742	147.24	150	150	50	150	70611965	10396737990	32712	97424	107053253	30.31	7150	3060	3995	9686	bag2		arthropoda_odb10	80.3	79.5	0.8	6.9	12.8	1013	4	8480395351	2120098838	Araneae	Gnaphosa	Gnaphosa brumalis
a18	b10	Arthropoda	Oribatida	Microtritia minima	229747	Gr-Ori-00742	147.24	150	150	50	150	70611965	10396737990	50236	298517	131587223	35.23	6284	2132	4957	13908	bag3		arthropoda_odb10	84.2	83.1	1.1	6.4	9.4	1013	4	9611330065	2402832516	Araneae	Gnaphosa	Gnaphosa brumalis
a19	b10	Arthropoda	Oribatida	Microzetes septentrionalis		Gr-Ori-00743	147.76	150	150	50	150	66775609	9866497869	7205	32653	32497216	35.28	6248	3795	1658	3334	bag1		arthropoda_odb10	72.1	71.7	0.4	7.1	20.8	1013	40	1962915539	49072888.48	Sarcoptiformes	Cymbaeremaeus	Cymbaeremaeus styriacus
a19	b10	Arthropoda	Oribatida	Microzetes septentrionalis		Gr-Ori-00743	147.76	150	150	50	150	66775609	9866497869	30385	32653	75602633	33.86	3998	2027	5425	12064	bag2		arthropoda_odb10	80.3	79.8	0.5	7.7	12	1013	30	4172641592	139088053.1	Sarcoptiformes	Cymbaeremaeus	Cymbaeremaeus styriacus
a19	b10	Arthropoda	Oribatida	Microzetes septentrionalis		Gr-Ori-00743	147.76	150	150	50	150	66775609	9866497869	50410	264123	112649486	42.99	3927	1660	6481	17580	bag3		arthropoda_odb10	82.1	81.3	0.8	7.2	10.7	1013	12	8573281452	714440121	Sarcoptiformes	Cymbaeremaeus	Cymbaeremaeus styriacus
a2	b10	Arthropoda	Oribatida	Atropacarus striculus	229743	Gr-Ori-00726	147.87	150	150	50	150	68689354	10157076113	131808	577534	179489275	38.49	1720	871	24404	62062	bag3		arthropoda_odb10	71.6	69.6	2	13.5	14.9	1013	8	8645159774	1080644972	Sarcoptiformes	Atropacarus	Atropacarus striculus
a20	b10	Arthropoda	Oribatida	Nanhermannia elegantula	66595	Gr-Ori-00744	147.82	150	150	50	150	68237931	10086856691	9716	113456	71935823	29.58	11134	6371	1997	4139	bag1		arthropoda_odb10	82	81.1	0.9	3.1	14.9	1013	28	3763798162	134421362.9	Sarcoptiformes	Cymbaeremaeidae-undef	Sarcoptiformes sp. BIOUG21867-G11
a20	b10	Arthropoda	Oribatida	Nanhermannia elegantula	66595	Gr-Ori-00744	147.82	150	150	50	150	68237931	10086856691	56917	113456	183227768	29.68	6622	2913	7403	17777	bag2		arthropoda_odb10	88.8	87.9	0.9	3.7	7.5	1013	2	6981603510	3490801755	Sarcoptiformes	Cymbaeremaeidae-undef	Sarcoptiformes sp. BIOUG21867-G11
a20	b10	Arthropoda	Oribatida	Nanhermannia elegantula	66595	Gr-Ori-00744	147.82	150	150	50	150	68237931	10086856691	114846	520229	270406084	39.53	5516	1687	10487	33026	bag3		arthropoda_odb10	88.6	87.3	1.3	3.8	7.6	1013	2	9316563831	4658281916	Sarcoptiformes	Cymbaeremaeidae-undef	Sarcoptiformes sp. BIOUG21867-G11
a21	b10	Arthropoda	Oribatida	Nothrus anauniensis	1685385	Gr-Ori-00745	147.28	150	150	50	150	71130828	10475861860																							
a22	b10	Arthropoda	Oribatida	Porobelba spinosa		Gr-Ori-00746	146.2	150	150	50	150	65162509	9526826816	9334	61279	43943260	33.48	6877	4027	1994	4060	bag1		arthropoda_odb10	77.3	76.9	0.4	3.3	19.4	1013	42	3835316300	91317054.76	Sarcoptiformes	Jugatala	Jugatala sp. BOLD:ACF9693
a22	b10	Arthropoda	Oribatida	Porobelba spinosa		Gr-Ori-00746	146.2	150	150	50	150	65162509	9526826816	72063	61279	147378629	29.46	3043	1493	12341	29835	bag2		arthropoda_odb10	87.8	87.2	0.6	3.5	8.7	1013	0	7818260979	inf	Sarcoptiformes	Jugatala	Jugatala sp. BOLD:ACF9693
a22	b10	Arthropoda	Oribatida	Porobelba spinosa		Gr-Ori-00746	146.2	150	150	50	150	65162509	9526826816	82639	520229	164916737	32.76	3021	1424	13096	33229	bag3		arthropoda_odb10	90.2	89.5	0.7	3.9	5.9	1013	0	8851186732	inf	Sarcoptiformes	Jugatala	Jugatala sp. BOLD:ACF9693
a23	b10	Arthropoda	Oribatida	Punctoribates punctum	1720615	Gr-Ori-00747	147.4	150	150	50	150	82097197	12101164649	10074	31307	24055950	37.86	3053	1932	2575	5047	bag1		arthropoda_odb10	56.1	55.6	0.5	15.2	28.7	1013	20	1041474381	52073719.05	Sarcoptiformes	Pilogalumna	Pilogalumna sp. BOLD:ADI4824
a23	b10	Arthropoda	Oribatida	Punctoribates punctum	1720615	Gr-Ori-00747	147.4	150	150	50	150	82097197	12101164649	63985	31307	91130751	35.07	1797	1027	15078	31898	bag2		arthropoda_odb10	63	62.4	0.6	17.6	19.4	1013	0	3244785791	inf	Sarcoptiformes	Pilogalumna	Pilogalumna sp. BOLD:ADI4824
a23	b10	Arthropoda	Oribatida	Punctoribates punctum	1720615	Gr-Ori-00747	147.4	150	150	50	150	82097197	12101164649	99588	184199	129682543	42.68	1587	872	21413	49407	bag3		arthropoda_odb10	63.8	63	0.8	18	18.2	1013	10	5284585240	528458524	Sarcoptiformes	Pilogalumna	Pilogalumna sp. BOLD:ADI4824
a24	b10	Arthropoda	Oribatida	Scheloribates initialis	1979935	Gr-Ori-00748	147.51	150	150	50	150	69448093	10244379420	10286	22509	29853209	40.91	3907	2387	2453	4880	bag1		arthropoda_odb10	68.7	68	0.7	8	23.3	1013	46	2738554507	59533793.63	Sarcoptiformes	Scheloribates	Hydrozetes sp. BOLD:AAM9135
a24	b10	Arthropoda	Oribatida	Scheloribates initialis	1979935	Gr-Ori-00748	147.51	150	150	50	150	69448093	10244379420	67819	22509	103010667	37.98	2043	1058	13838	31499	bag2		arthropoda_odb10	78.8	78	0.8	9.2	12	1013	0	6628841128	inf	Sarcoptiformes	Scheloribates	Hydrozetes sp. BOLD:AAM9135
a24	b10	Arthropoda	Oribatida	Scheloribates initialis	1979935	Gr-Ori-00748	147.51	150	150	50	150	69448093	10244379420	102214	408227	140133425	44.14	1753	893	19797	48462	bag3		arthropoda_odb10	81.9	80.8	1.1	8.8	9.3	1013	12	9123410266	760284188.8	Sarcoptiformes	Scheloribates	Hydrozetes sp. BOLD:AAM9135
a25	b10	Arthropoda	Gamasina	Veigaia sp. 1	99236	Gr-Gam-00749	143.82	150	150	50	150	68258310	9816948592	3826	108641	7340853	45.95	3719	1317	606	1424	bag1		arthropoda_odb10	2.5	2.4	0.1	7	90.5	1013	4	1348212738	337053184.5	Mesostigmata	Veigaiidae-undef	Veigaiidae sp. BOLD:AAL8123
a25	b10	Arthropoda	Gamasina	Veigaia sp. 1	99236	Gr-Gam-00749	143.82	150	150	50	150	68258310	9816948592	137858	108641	112262958	45.52	777	603	44925	86399	bag2		arthropoda_odb10	2.7	2.6	0.1	8.8	88.5	1013	2	4697362969	2348681485	Mesostigmata	Veigaiidae-undef	Veigaiidae sp. BOLD:AAL8123
a25	b10	Arthropoda	Gamasina	Veigaia sp. 1	99236	Gr-Gam-00749	143.82	150	150	50	150	68258310	9816948592	213770	519683	220417066	52.27	993	662	47549	116937	bag3		arthropoda_odb10	10.2	7.8	2.4	11.5	78.3	1013	2	7527214387	3763607194	Mesostigmata	Veigaiidae-undef	Veigaiidae sp. BOLD:AAL8123
a26	b10	Arthropoda	Gamasina	Parasitus sp. 1	708403	Gr-Gam-00750	142.16	150	150	50	150	64335354	9145633791	2240	19595	5518133	45.49	4153	2131	441	892	bag1		arthropoda_odb10	0.5	0.5	0	3.8	95.7	1013	8	2523944101	315493012.6	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAF9099
a26	b10	Arthropoda	Gamasina	Parasitus sp. 1	708403	Gr-Gam-00750	142.16	150	150	50	150	64335354	9145633791	26367	19595	26288953	44.13	1020	621	5808	14397	bag2		arthropoda_odb10	0.6	0.5	0.1	4.8	94.6	1013	4	5447928317	1361982079	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAF9099
a26	b10	Arthropoda	Gamasina	Parasitus sp. 1	708403	Gr-Gam-00750	142.16	150	150	50	150	64335354	9145633791	51323	565842	58447042	53.48	1238	694	9678	25948	bag3		arthropoda_odb10	5.5	4.3	1.2	6.7	87.8	1013	6	7448542636	1241423773	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAF9099
a27	b10	Arthropoda	Gamasina	Parasitus crassipes (sp. 2)	708403	Gr-Gam-00751	139.88	150	150	50	150	73166689	10234506596	10260	20026	19440515	45.2	2444	1421	2347	4976	bag1		arthropoda_odb10	21.3	21.1	0.2	23.8	54.9	1013	6	3582202833	597033805.5	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAF9099
a27	b10	Arthropoda	Gamasina	Parasitus crassipes (sp. 2)	708403	Gr-Gam-00751	139.88	150	150	50	150	73166689	10234506596	176005	20026	181298462	42.4	1096	736	49668	100104	bag2		arthropoda_odb10	23	22.7	0.3	33.7	43.3	1013	4	7657708917	1914427229	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAF9099
a27	b10	Arthropoda	Gamasina	Parasitus crassipes (sp. 2)	708403	Gr-Gam-00751	139.88	150	150	50	150	73166689	10234506596	202788	444346	220080825	45.09	1144	751	52039	111520	bag3		arthropoda_odb10	26.9	25.6	1.3	30.8	42.3	1013	4	8874633680	2218658420	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAF9099
a28	b10	Arthropoda	Gamasina	Epicriopsis sp. 3		Gr-Gam-00752	148.08	150	150	50	150	73931351	10948056706	806	15201	783530	43.05	944	657	209	459	bag1		arthropoda_odb10	0.1	0.1	0	0.5	99.4	1013	8	89650610	11206326.25	Mesostigmata	Melicharidae-undef	Hypomicrogaster sp. OVRGDHJ13
a28	b10	Arthropoda	Gamasina	Epicriopsis sp. 3		Gr-Gam-00752	148.08	150	150	50	150	73931351	10948056706	9515	15201	6672654	50.19	654	556	3556	6341	bag2		arthropoda_odb10	0.1	0.1	0	0.6	99.3	1013	8	1146017084	143252135.5	Mesostigmata	Melicharidae-undef	Hypomicrogaster sp. OVRGDHJ13
a28	b10	Arthropoda	Gamasina	Epicriopsis sp. 3		Gr-Gam-00752	148.08	150	150	50	150	73931351	10948056706	60627	725265	68443534	60.08	1095	682	10540	30921	bag3		arthropoda_odb10	6.9	5	1.9	2.3	90.8	1013	10	8225531034	822553103.4	Mesostigmata	Melicharidae-undef	Hypomicrogaster sp. OVRGDHJ13
a29	b10	Arthropoda	Gamasina	Pergamasus sp. 4	99228	Gr-Gam-00753	144.65	150	150	50	150	71838134	10391618631	15380	25946	31118807	42.78	2597	1561	3682	7534	bag1		arthropoda_odb10	24.8	24.4	0.4	21.1	54.1	1013	6	3539523977	589920662.8	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAL8123
